RA,Dec,Region,Edge
348.760,61.524,1,1
350.009,61.735,1,1
351.248,61.894,1,1
352.396,62.033,1,1
353.583,62.135,1,1
355.565,62.473,1,1
356.580,62.658,1,1
357.445,62.858,1,1
358.366,63.106,1,1
359.028,63.325,1,1
359.803,63.618,1,1
0.532,63.896,1,1
1.203,64.153,1,1
1.926,64.397,1,1
2.505,64.560,1,1
3.052,64.670,1,1
3.628,64.724,1,1
4.212,64.724,1,1
4.806,64.646,1,1
5.301,64.543,1,1
5.838,64.393,1,1
6.599,64.247,1,1
7.328,64.117,1,1
8.178,64.053,1,1
8.890,64.048,1,1
9.666,64.067,1,1
10.303,64.102,1,1
10.988,64.144,1,1
11.461,64.167,1,1
11.820,64.190,1,1
12.184,64.176,1,1
12.459,64.117,1,1
12.609,63.988,1,1
12.660,63.859,1,1
12.583,63.721,1,1
12.338,63.605,1,1
12.119,63.528,1,1
11.860,63.448,1,1
11.686,63.373,1,1
11.573,63.217,1,1
11.511,63.095,1,1
11.513,62.916,1,1
11.460,62.730,1,1
11.458,62.526,1,1
11.532,62.308,1,1
11.511,62.113,1,1
11.626,61.919,1,1
11.774,61.779,1,1
11.927,61.683,1,1
12.174,61.625,1,1
12.549,61.619,1,1
12.873,61.628,1,1
13.211,61.693,1,1
13.488,61.749,1,1
13.825,61.806,1,1
14.014,61.878,1,1
14.252,61.964,1,1
14.491,62.065,1,1
14.759,62.121,1,1
15.076,62.162,1,1
15.503,62.224,1,1
15.896,62.302,1,1
16.370,62.376,1,1
16.702,62.431,1,1
17.084,62.135,1,0
17.489,61.044,1,0
17.680,60.045,1,0
17.625,59.250,1,0
15.398,59.089,1,0
11.578,58.813,1,0
8.266,58.417,1,0
5.077,58.004,1,0
2.071,57.526,1,0
358.899,57.021,1,0
356.397,56.682,1,0
352.450,55.952,1,0
351.626,57.322,1,0
350.124,59.353,1,0
348.633,61.172,1,0
2.886,53.135,2,1
3.319,53.101,2,1
3.589,52.987,2,1
3.911,52.744,2,1
4.081,52.449,2,1
4.310,52.119,2,1
4.531,51.849,2,1
4.702,51.669,2,1
5.070,51.543,2,1
5.488,51.500,2,1
5.955,51.526,2,1
6.265,51.630,2,1
6.590,51.861,2,1
6.868,52.263,2,1
7.048,52.559,2,1
7.188,52.806,2,1
7.425,53.068,2,1
7.845,53.225,2,1
8.428,53.359,2,1
8.914,53.478,2,1
9.323,53.619,2,1
9.563,53.852,2,1
9.725,54.200,2,1
9.886,54.435,2,1
10.148,54.653,2,1
10.597,54.825,2,1
11.048,54.960,2,1
11.583,55.137,2,1
12.175,55.382,2,1
12.915,55.628,2,1
13.528,55.739,2,1
14.120,55.858,2,1
14.723,55.986,2,1
15.166,55.999,2,1
15.675,55.928,2,1
16.200,55.818,2,1
16.663,55.722,2,1
17.181,55.595,2,1
17.831,55.422,2,1
18.124,55.906,2,0
17.968,57.349,2,0
17.839,58.474,2,0
17.596,59.429,2,0
14.452,59.256,2,0
11.472,59.020,2,0
8.226,58.671,2,0
5.576,58.284,2,0
2.482,57.830,2,0
358.657,57.159,2,0
359.880,55.865,2,0
0.692,54.965,2,0
2.126,53.477,2,0
16.702,62.431,3,1
17.182,62.530,3,1
17.659,62.644,3,1
18.024,62.793,3,1
18.302,62.963,3,1
18.358,63.106,3,1
18.317,63.272,3,1
18.113,63.406,3,1
17.882,63.498,3,1
17.359,63.563,3,1
16.901,63.618,3,1
16.512,63.725,3,1
16.152,63.875,3,1
15.812,64.063,3,1
15.657,64.222,3,1
15.534,64.387,3,1
15.531,64.618,3,1
15.678,64.845,3,1
15.995,65.026,3,1
16.321,65.143,3,1
16.675,65.209,3,1
17.099,65.246,3,1
17.581,65.254,3,1
18.114,65.254,3,1
18.751,65.229,3,1
19.422,65.175,3,1
20.074,65.127,3,1
20.726,65.080,3,1
21.352,65.017,3,1
22.100,64.943,3,1
22.757,64.873,3,1
23.448,64.822,3,1
24.034,64.787,3,1
24.958,64.736,3,1
25.317,64.396,3,0
25.010,62.772,3,0
24.719,61.237,3,0
24.754,59.817,3,0
24.652,58.114,3,0
21.949,58.353,3,0
19.935,58.728,3,0
17.169,59.293,3,0
16.906,60.328,3,0
16.660,61.361,3,0
16.535,62.184,3,0
17.831,55.422,4,1
18.962,55.257,4,1
19.561,55.147,4,1
20.309,55.050,4,1
20.943,54.932,4,1
21.369,54.725,4,1
21.700,54.468,4,1
22.005,54.193,4,1
22.268,53.889,4,1
22.479,53.514,4,1
22.687,53.155,4,1
22.872,52.822,4,1
23.086,52.575,4,1
23.337,52.303,4,1
23.655,52.010,4,1
24.207,51.692,4,1
24.746,51.438,4,1
25.190,51.332,4,1
25.504,51.349,4,1
25.873,51.427,4,1
26.141,51.520,4,1
26.387,51.612,4,1
26.832,51.675,4,1
27.097,51.741,4,1
27.426,51.697,4,1
27.596,51.605,4,1
27.667,51.440,4,1
27.699,51.253,4,1
27.838,51.050,4,1
28.109,51.007,4,1
28.472,51.012,4,1
28.702,51.057,4,1
28.989,51.119,4,1
29.122,51.241,4,1
29.201,51.434,4,1
29.253,51.585,4,1
29.213,51.804,4,1
29.173,52.034,4,1
29.257,52.268,4,1
29.384,52.415,4,1
29.616,52.532,4,1
29.950,52.602,4,1
30.233,52.585,4,1
30.554,52.575,4,1
30.832,52.928,4,0
30.915,54.110,4,0
30.946,54.990,4,0
30.980,56.143,4,0
30.984,57.048,4,0
31.081,57.767,4,0
29.170,57.975,4,0
27.091,58.128,4,0
24.848,58.281,4,0
22.916,58.496,4,0
20.749,58.766,4,0
19.145,59.071,4,0
17.445,59.385,4,0
17.455,57.722,4,0
17.638,55.993,4,0
24.958,64.736,5,1
25.849,64.699,5,1
26.874,64.673,5,1
28.026,64.690,5,1
29.067,64.803,5,1
30.094,64.861,5,1
30.963,64.860,5,1
32.229,64.809,5,1
33.441,64.638,5,1
34.567,64.484,5,1
35.820,64.282,5,1
37.015,64.160,5,1
38.133,64.043,5,1
39.860,63.925,5,1
41.092,63.832,5,1
42.355,63.740,5,1
43.610,63.652,5,1
44.707,63.485,5,1
45.739,63.238,5,1
46.756,62.885,5,1
47.480,62.519,5,1
48.329,62.167,5,1
49.351,61.795,5,1
50.238,61.472,5,1
51.144,61.156,5,1
52.100,60.826,5,1
52.939,60.564,5,1
53.925,60.289,5,1
54.795,60.055,5,1
55.310,59.891,5,1
55.610,59.692,5,1
55.771,59.466,5,1
55.860,59.217,5,1
55.814,58.955,5,1
55.673,58.739,5,1
55.454,58.501,5,1
55.183,58.259,5,1
54.829,58.086,5,1
54.448,57.917,5,1
53.999,57.776,5,1
53.477,57.735,5,1
52.936,57.710,5,1
52.462,57.766,5,1
51.915,57.956,5,1
51.391,58.277,5,1
50.995,58.489,5,1
50.224,58.662,5,1
49.631,58.763,5,1
48.778,58.901,5,1
47.987,59.057,5,1
47.193,59.242,5,1
46.273,59.395,5,1
45.247,59.531,5,1
44.069,59.683,5,1
43.057,59.788,5,1
41.808,59.967,5,1
40.845,60.110,5,1
39.825,60.386,5,1
38.880,60.716,5,1
37.974,61.065,5,1
37.023,61.410,5,1
36.271,61.765,5,1
35.440,62.069,5,1
34.635,62.264,5,1
33.784,62.517,5,1
32.863,62.682,5,1
31.944,62.782,5,1
31.097,62.819,5,1
30.544,62.760,5,1
29.972,62.650,5,1
29.624,62.474,5,1
29.373,62.309,5,1
29.231,62.114,5,1
29.143,61.863,5,1
29.107,61.663,5,1
29.220,61.379,5,1
30.277,60.879,5,1
30.829,60.804,5,1
31.874,60.597,5,1
32.378,60.543,5,1
33.670,60.411,5,1
35.202,60.152,5,1
36.437,59.899,5,1
37.532,59.726,5,1
39.270,59.466,5,1
40.830,59.154,5,1
41.782,58.901,5,1
42.525,58.710,5,1
43.019,58.478,5,1
43.556,58.180,5,1
43.749,57.927,5,1
43.764,57.653,5,1
43.629,57.337,5,1
43.364,57.074,5,1
42.935,56.757,5,1
42.456,56.485,5,1
42.116,56.099,5,1
40.588,56.080,5,0
37.336,56.729,5,0
34.013,57.177,5,0
30.354,57.574,5,0
26.996,57.835,5,0
24.012,58.142,5,0
24.134,60.178,5,0
24.100,61.821,5,0
24.313,64.206,5,0
30.554,52.575,6,1
30.936,52.568,6,1
31.319,52.470,6,1
31.719,52.295,6,1
32.096,52.050,6,1
32.528,51.777,6,1
33.015,51.394,6,1
33.579,50.960,6,1
34.116,50.600,6,1
34.653,50.322,6,1
35.090,50.104,6,1
35.321,50.002,6,1
35.646,49.969,6,1
36.035,49.997,6,1
36.436,50.039,6,1
36.762,50.115,6,1
37.180,50.596,6,0
37.909,51.321,6,0
36.835,51.960,6,0
36.114,52.637,6,0
33.762,53.289,6,0
30.558,53.973,6,0
30.524,52.941,6,0
42.116,56.099,7,1
41.786,55.797,7,1
41.450,55.431,7,1
41.155,55.137,7,1
40.875,54.995,7,1
40.384,54.882,7,1
39.784,54.796,7,1
39.405,54.689,7,1
39.114,54.503,7,1
38.909,54.255,7,1
38.767,54.006,7,1
38.714,53.667,7,1
38.743,53.351,7,1
38.837,53.035,7,1
38.996,52.831,7,1
39.130,52.586,7,1
39.366,52.345,7,1
39.680,52.035,7,1
39.271,51.719,7,0
37.818,51.194,7,0
36.681,51.821,7,0
35.893,52.533,7,0
30.599,53.810,7,0
30.595,55.107,7,0
30.555,56.306,7,0
30.752,57.706,7,0
33.109,57.513,7,0
35.235,57.311,7,0
37.223,57.030,7,0
39.272,56.687,7,0
41.431,56.376,7,0
36.762,50.115,8,1
37.050,50.187,8,1
37.412,50.213,8,1
37.786,50.233,8,1
38.150,50.216,8,1
38.615,50.175,8,1
38.939,50.112,8,1
39.199,50.075,8,1
39.561,49.980,8,1
39.781,49.841,8,1
39.917,49.653,8,1
40.059,49.430,8,1
40.126,49.107,8,1
40.204,48.803,8,1
40.234,48.422,8,1
40.298,48.058,8,1
40.375,47.712,8,1
40.462,47.512,8,1
40.635,47.275,8,1
40.828,47.042,8,1
40.985,46.892,8,1
41.322,46.685,8,1
41.741,46.492,8,1
42.133,46.356,8,1
42.709,46.332,8,1
43.175,46.345,8,1
43.646,46.394,8,1
44.118,46.446,8,1
44.309,46.767,8,0
44.489,47.584,8,0
42.414,48.319,8,0
41.235,49.671,8,0
39.550,50.775,8,0
37.707,51.370,8,0
36.705,50.382,8,0
39.680,52.035,9,1
40.030,51.763,9,1
40.511,51.399,9,1
41.016,51.051,9,1
41.586,50.685,9,1
42.071,50.324,9,1
42.676,49.887,9,1
43.258,49.470,9,1
43.869,49.074,9,1
44.287,48.773,9,1
44.804,48.441,9,1
45.317,48.189,9,1
45.192,47.913,9,0
44.299,47.505,9,0
42.202,48.207,9,0
41.007,49.579,9,0
39.370,50.667,9,0
37.688,51.256,9,0
39.091,51.927,9,0
44.118,46.446,10,1
44.511,46.474,10,1
45.073,46.487,10,1
45.768,46.431,10,1
46.462,46.316,10,1
47.056,46.242,10,1
47.633,46.175,10,1
48.223,46.076,10,1
48.852,45.897,10,1
49.326,45.733,10,1
49.990,45.479,10,1
50.755,45.144,10,1
51.198,44.875,10,1
51.572,44.587,10,1
52.138,44.229,10,1
52.597,43.915,10,1
53.051,43.637,10,1
53.490,43.400,10,1
53.866,43.269,10,1
54.139,43.169,10,1
54.482,43.134,10,1
54.822,43.187,10,1
55.059,43.300,10,1
55.324,43.453,10,1
55.871,44.197,10,0
56.380,44.985,10,0
54.627,45.826,10,0
53.152,46.495,10,0
51.840,47.024,10,0
49.695,47.233,10,0
47.034,47.375,10,0
44.206,47.568,10,0
44.061,46.735,10,0
45.317,48.189,11,1
45.674,48.100,11,1
46.027,48.039,11,1
46.442,48.008,11,1
46.806,48.004,11,1
47.261,47.991,11,1
47.687,47.987,11,1
48.109,47.989,11,1
48.476,48.028,11,1
48.886,48.058,11,1
49.241,48.174,11,1
49.565,48.260,11,1
49.790,48.435,11,1
49.884,48.641,11,1
49.906,48.845,11,1
49.850,49.052,11,1
49.717,49.290,11,1
49.649,49.485,11,1
49.623,49.731,11,1
49.657,49.877,11,1
49.765,50.003,11,1
49.951,50.108,11,1
50.184,50.185,11,1
50.569,50.228,11,1
50.998,50.251,11,1
51.306,50.245,11,1
51.596,50.209,11,1
51.885,50.162,11,1
52.170,50.075,11,1
52.466,49.968,11,1
52.778,49.889,11,1
53.117,49.751,11,1
53.585,49.544,11,1
53.973,49.379,11,1
54.245,49.230,11,1
54.522,49.039,11,1
54.899,48.795,11,1
55.231,48.598,11,1
55.522,48.424,11,1
55.946,48.181,11,1
56.334,47.888,11,1
56.697,47.475,11,1
57.048,47.001,11,1
57.425,46.564,11,1
57.747,46.170,11,1
57.540,45.819,11,0
56.298,44.912,11,0
51.716,46.927,11,0
46.920,47.219,11,0
44.116,47.468,11,0
44.799,47.981,11,0
55.324,43.453,12,1
55.654,43.634,12,1
55.937,43.763,12,1
56.239,43.877,12,1
56.587,43.907,12,1
56.975,43.863,12,1
57.228,43.734,12,1
57.711,43.551,12,1
58.086,43.376,12,1
58.616,43.178,12,1
59.073,42.955,12,1
59.494,42.736,12,1
59.859,42.506,12,1
60.088,42.309,12,1
60.316,41.999,12,1
60.458,41.725,12,1
60.494,41.464,12,1
60.502,41.161,12,1
60.592,40.836,12,1
60.680,40.574,12,1
60.849,40.287,12,1
61.033,40.074,12,1
61.343,39.890,12,1
61.770,39.790,12,1
62.194,39.739,12,1
62.732,39.798,12,1
63.223,39.920,12,1
63.702,40.090,12,1
64.215,40.217,12,1
64.748,40.382,12,1
64.816,41.093,12,0
64.400,42.150,12,0
62.596,41.697,12,0
61.225,42.613,12,0
59.283,43.745,12,0
57.561,44.725,12,0
56.278,45.147,12,0
55.288,43.838,12,0
57.747,46.170,13,1
58.184,45.677,13,1
58.601,45.311,13,1
59.014,44.907,13,1
59.421,44.542,13,1
59.782,44.297,13,1
60.262,44.041,13,1
60.736,43.822,13,1
61.347,43.600,13,1
61.590,43.601,13,1
61.779,43.664,13,1
61.866,43.777,13,1
61.849,43.979,13,1
61.847,44.129,13,1
61.953,44.356,13,1
62.183,44.517,13,1
62.394,44.654,13,1
62.624,44.853,13,1
62.770,45.078,13,1
62.756,45.304,13,1
64.105,45.643,13,0
64.832,43.838,13,0
64.648,42.044,13,0
62.500,41.527,13,0
61.071,42.470,13,0
59.446,43.370,13,0
57.543,44.356,13,0
56.145,45.000,13,0
57.238,45.984,13,0
64.748,40.382,14,1
65.240,40.545,14,1
65.719,40.661,14,1
66.131,40.773,14,1
66.694,40.860,14,1
67.180,40.904,14,1
67.778,40.960,14,1
68.309,40.976,14,1
68.872,40.912,14,1
69.334,40.798,14,1
69.741,40.648,14,1
70.063,40.508,14,1
70.463,40.320,14,1
70.790,40.745,14,0
71.073,41.613,14,0
69.005,42.000,14,0
67.137,42.335,14,0
65.626,42.342,14,0
64.223,42.116,14,0
64.536,40.952,14,0
62.756,45.304,15,1
62.655,45.566,15,1
62.425,45.849,15,1
62.132,46.070,15,1
61.791,46.329,15,1
61.481,46.651,15,1
61.288,46.916,15,1
61.266,47.232,15,1
61.219,47.565,15,1
61.373,47.884,15,1
61.393,48.235,15,1
61.406,48.687,15,1
61.413,49.139,15,1
61.269,49.500,15,1
61.146,49.888,15,1
61.102,50.096,15,1
61.072,50.444,15,1
61.116,50.747,15,1
61.240,51.010,15,1
61.563,51.173,15,1
62.061,51.275,15,1
62.539,51.331,15,1
63.095,51.327,15,1
63.820,51.321,15,1
64.423,51.267,15,1
64.977,51.226,15,1
65.435,51.147,15,1
65.720,51.059,15,1
66.008,50.889,15,1
66.122,50.723,15,1
66.188,50.465,15,1
66.137,50.146,15,1
66.129,49.831,15,1
66.098,49.437,15,1
66.140,49.060,15,1
66.222,48.667,15,1
66.282,48.230,15,1
66.363,47.868,15,1
66.554,47.443,15,1
66.702,47.109,15,1
67.082,46.666,15,1
67.402,46.347,15,1
67.714,45.992,15,1
67.318,45.764,15,0
65.399,45.465,15,0
63.659,45.291,15,0
70.463,40.320,16,1
70.833,40.213,16,1
71.275,40.078,16,1
71.619,39.885,16,1
72.009,39.683,16,1
72.307,39.569,16,1
72.760,39.410,16,1
73.298,39.268,16,1
73.957,39.166,16,1
74.619,39.019,16,1
75.126,38.940,16,1
75.482,39.312,16,0
75.521,40.499,16,0
75.138,41.630,16,0
73.559,41.598,16,0
72.250,41.584,16,0
70.911,41.627,16,0
70.506,40.673,16,0
67.714,45.992,17,1
67.826,45.824,17,1
67.877,45.644,17,1
67.920,45.413,17,1
67.897,45.149,17,1
67.909,44.871,17,1
67.920,44.619,17,1
67.980,44.366,17,1
68.042,44.146,17,1
68.207,43.915,17,1
68.398,43.743,17,1
68.662,43.606,17,1
69.055,43.466,17,1
69.483,43.371,17,1
69.993,43.286,17,1
70.455,43.271,17,1
70.723,43.286,17,1
71.121,43.318,17,1
71.545,43.373,17,1
71.653,43.017,17,0
71.513,42.274,17,0
71.116,41.440,17,0
69.593,41.750,17,0
67.764,42.039,17,0
65.768,42.151,17,0
64.492,42.032,17,0
64.498,43.188,17,0
64.496,44.031,17,0
63.944,45.466,17,0
65.605,45.759,17,0
66.946,45.949,17,0
75.126,38.940,18,1
75.570,38.818,18,1
75.905,38.708,18,1
76.222,38.468,18,1
76.430,38.168,18,1
76.509,37.821,18,1
76.479,37.406,18,1
76.394,37.030,18,1
76.242,36.655,18,1
76.055,36.236,18,1
75.922,35.817,18,1
75.930,35.373,18,1
75.972,35.114,18,1
76.134,34.930,18,1
76.276,34.801,18,1
76.469,34.748,18,1
76.802,34.721,18,1
77.100,34.694,18,1
77.396,34.666,18,1
77.590,34.538,18,1
77.745,34.394,18,1
77.866,34.107,18,1
78.021,33.647,18,1
78.159,33.113,18,1
78.188,32.583,18,1
78.253,31.978,18,1
78.549,31.027,18,1
78.711,30.576,18,1
79.055,30.025,18,1
79.791,30.218,18,0
81.504,31.500,18,0
83.051,32.534,18,0
84.846,34.342,18,0
82.406,37.207,18,0
80.501,39.424,18,0
78.805,41.456,18,0
74.870,41.740,18,0
75.091,40.372,18,0
75.024,39.374,18,0
71.545,43.373,19,1
72.043,43.426,19,1
72.693,43.615,19,1
73.491,43.792,19,1
74.003,43.946,19,1
74.599,44.148,19,1
75.319,44.353,19,1
75.871,44.590,19,1
76.253,44.756,19,1
76.548,44.920,19,1
76.972,45.071,19,1
77.253,45.199,19,1
77.581,45.286,19,1
78.061,45.362,19,1
78.649,45.380,19,1
78.963,45.375,19,1
79.382,45.384,19,1
79.695,45.391,19,1
80.195,45.459,19,1
80.677,45.599,19,1
81.012,45.676,19,1
81.434,45.710,19,1
81.937,45.651,19,1
82.298,45.535,19,1
82.654,45.371,19,1
83.026,45.102,19,1
83.521,44.832,19,1
83.965,44.458,19,1
84.242,44.067,19,1
84.596,43.692,19,1
84.982,43.184,19,1
85.255,42.587,19,1
85.451,42.146,19,1
85.135,41.597,19,0
83.655,41.043,19,0
82.333,40.462,19,0
80.296,39.295,19,0
78.616,41.192,19,0
74.941,41.413,19,0
72.587,41.255,19,0
70.702,41.498,19,0
71.294,42.854,19,0
79.055,30.025,20,1
79.417,29.755,20,1
79.930,29.470,20,1
80.378,29.162,20,1
80.840,28.792,20,1
81.075,28.457,20,1
81.359,27.924,20,1
81.658,27.390,20,1
81.977,26.955,20,1
82.363,26.480,20,1
82.852,26.083,20,1
83.494,25.687,20,1
84.108,25.305,20,1
84.637,25.121,20,1
85.140,24.915,20,1
85.554,24.689,20,1
85.832,24.405,20,1
86.001,24.103,20,1
86.834,24.243,20,0
89.171,25.455,20,0
88.240,27.550,20,0
86.925,30.460,20,0
85.474,32.803,20,0
84.553,34.655,20,0
82.748,33.199,20,0
80.394,31.674,20,0
79.311,30.650,20,0
85.451,42.146,21,1
85.634,41.518,21,1
85.809,41.122,21,1
86.057,40.758,21,1
86.326,40.484,21,1
86.672,40.181,21,1
87.134,40.000,21,1
87.909,39.845,21,1
88.584,39.719,21,1
89.177,39.530,21,1
89.860,39.288,21,1
90.403,39.001,21,1
90.903,38.728,21,1
91.409,38.314,21,1
91.751,37.845,21,1
92.051,37.313,21,1
92.151,36.803,21,1
92.199,36.328,21,1
92.165,35.778,21,1
91.418,35.552,21,0
88.948,34.910,21,0
86.914,34.515,21,0
84.474,34.276,21,0
82.810,36.204,21,0
81.173,38.022,21,0
79.914,39.516,21,0
81.486,40.429,21,0
84.423,41.693,21,0
86.001,24.103,22,1
86.238,23.638,22,1
86.272,23.136,22,1
86.122,22.653,22,1
85.934,22.424,22,1
85.682,22.079,22,1
85.371,21.810,22,1
84.980,21.598,22,1
84.465,21.521,22,1
84.217,21.540,22,1
84.011,21.501,22,1
83.827,21.326,22,1
83.684,21.020,22,1
83.524,20.730,22,1
83.259,20.438,22,1
83.000,20.073,22,1
82.676,19.724,22,1
82.195,19.354,22,1
81.795,18.927,22,1
81.478,18.540,22,1
81.142,18.114,22,1
80.889,17.708,22,1
80.800,17.091,22,1
80.831,16.632,22,1
80.981,16.117,22,1
81.208,15.662,22,1
81.430,15.455,22,1
81.674,15.267,22,1
82.250,15.216,22,1
82.468,15.181,22,1
82.649,14.952,22,1
82.810,14.686,22,1
82.990,14.438,22,1
83.191,14.230,22,1
83.428,14.097,22,1
83.567,14.174,22,1
83.763,14.347,22,1
83.940,14.598,22,1
84.077,14.829,22,1
84.217,14.981,22,1
84.414,15.038,22,1
84.673,14.981,22,1
84.830,14.791,22,1
84.948,14.521,22,1
84.989,14.158,22,1
85.007,13.680,22,1
85.046,13.065,22,1
85.163,12.566,22,1
85.397,12.105,22,1
85.768,11.566,22,1
86.195,11.063,22,1
86.718,10.656,22,1
87.165,10.325,22,1
87.902,9.947,22,1
89.079,10.602,22,0
90.864,11.671,22,0
92.830,12.777,22,0
94.171,13.550,22,0
95.561,14.598,22,0
94.129,17.060,22,0
92.609,19.729,22,0
90.963,22.534,22,0
90.009,23.947,22,0
89.040,25.688,22,0
86.491,24.568,22,0
92.165,35.778,23,1
92.153,35.477,23,1
92.215,35.046,23,1
92.387,34.554,23,1
92.600,34.259,23,1
92.925,33.976,23,1
93.228,33.723,23,1
93.514,33.486,23,1
93.723,33.219,23,1
93.835,32.865,23,1
93.872,32.528,23,1
93.876,32.146,23,1
93.788,31.811,23,1
93.703,31.447,23,1
93.525,31.040,23,1
93.315,30.709,23,1
93.109,30.393,23,1
92.959,30.122,23,1
92.789,29.725,23,1
92.638,29.315,23,1
92.517,28.889,23,1
92.473,28.447,23,1
92.448,28.065,23,1
92.419,27.637,23,1
92.375,27.164,23,1
92.348,26.751,23,1
92.405,26.168,23,1
91.906,25.949,23,0
90.614,25.685,23,0
88.887,25.392,23,0
88.044,27.220,23,0
87.041,29.391,23,0
85.989,31.135,23,0
85.142,32.608,23,0
84.371,34.389,23,0
86.807,34.817,23,0
88.928,35.261,23,0
90.843,35.769,23,0
87.902,9.947,24,1
88.504,9.750,24,1
89.194,9.613,24,1
89.919,9.392,24,1
90.577,9.055,24,1
91.133,8.701,24,1
91.538,8.292,24,1
91.910,7.903,24,1
92.296,7.461,24,1
92.664,7.019,24,1
93.098,6.544,24,1
93.480,5.971,24,1
93.849,5.479,24,1
94.130,4.804,24,1
94.480,4.244,24,1
94.876,3.783,24,1
95.239,3.321,24,1
95.715,2.579,24,1
96.638,2.725,24,0
97.743,3.432,24,0
